year,country,code,continent,report_type,report_link,date,assessment_body,in_efu,io1,io2,io3,io4,io5,io6,io7,io8,io9,io10,io11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,io1_i,io2_i,io3_i,io4_i,io5_i,io6_i,io7_i,io8_i,io9_i,io10_i,io11_i,r1_i,r2_i,r3_i,r4_i,r5_i,r6_i,r7_i,r8_i,r9_i,r10_i,r11_i,r12_i,r13_i,r14_i,r15_i,r16_i,r17_i,r18_i,r19_i,r20_i,r21_i,r22_i,r23_i,r24_i,r25_i,r26_i,r27_i,r28_i,r29_i,r30_i,r31_i,r32_i,r33_i,r34_i,r35_i,r36_i,r37_i,r38_i,r39_i,r40_i,io_le,io_me,io_se,io_he,r_nc,r_pc,r_lc,r_c,io_mean,r_mean,io_a_mean,io_b_mean,io_c_mean,r_a_mean,r_b_mean,r_c_mean,r_d_mean,r_e_mean,r_f_mean,r_g_mean,ei1,tci1,ei2,tci2,cr1,cr2,fu,efu,c1_efu,c2_efu,c3_efu,c4_efu,r_efu,io_efu,rio_efu,stage
2021,San Marino,SM,Europe,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-san-marino-2021.html,2021-04-01,MONEYVAL,1,SE,HE,ME,ME,ME,SE,ME,SE,SE,ME,ME,LC,C,LC,C,LC,LC,LC,LC,LC,LC,C,C,C,LC,PC,C,LC,LC,C,C,C,LC,LC,PC,LC,PC,LC,PC,C,C,C,C,C,C,PC,LC,C,C,C,LC,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,6,4,1,0,5,17,18,0.5151515151515151,0.775,0.8333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.7999999999999999,0.5,0.7666666666666666,0.8666666666666667,0.5151515151515151,0.775,0.5555555555555556,0.7523809523809524,0.6647116324535679,0.7383966244725739,0,0,0,0,0,0,0,0,0,0
2024,San Marino,SM,Europe,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/San-Marino-FUR-2024.html,2024-05-01,MONEYVAL,1,SE,HE,ME,ME,ME,SE,ME,SE,SE,ME,ME,LC,C,LC,C,LC,LC,LC,LC,LC,LC,C,C,C,LC,PC,C,LC,LC,C,C,C,LC,LC,PC,LC,PC,LC,PC,C,C,C,C,C,C,LC,LC,C,C,C,LC,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,6,4,1,0,4,18,18,0.5151515151515151,0.7833333333333333,0.8333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.7999999999999999,0.5,0.8,0.8666666666666667,0.5151515151515151,0.7833333333333333,0.5555555555555556,0.7571428571428571,0.6576402321083172,0.7337526205450734,1,1,0,0,0,0,0,0,0,1
2024,Sao Tome and Principe,ST,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Sao-Tome-and-Principe-MER-2024.html,2024-11-01,GIABA,1,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,PC,PC,C,LC,NC,NC,NC,LC,PC,LC,PC,LC,PC,NC,PC,PC,PC,NC,C,LC,PC,PC,PC,PC,PC,C,PC,LC,C,LC,PC,PC,PC,C,LC,PC,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,0,0,0,5,19,11,5,0.0,0.4666666666666667,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.4222222222222222,0.3333333333333333,0.6,0.6,0.0,0.4666666666666667,0.0,0.446031746031746,0.0,0.0,0,0,1,1,1,1,1,1,1,0
2018,Saudi Arabia,SA,Asia,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-saudi-arabia-2018.html,2018-09-01,FATF/MENAFATF,1,SE,ME,SE,ME,ME,ME,LE,LE,SE,SE,LE,LC,LC,C,LC,C,PC,PC,LC,C,C,C,C,C,C,LC,LC,C,C,C,C,C,LC,C,LC,LC,C,C,C,LC,LC,LC,LC,PC,C,C,PC,LC,LC,LC,LC,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,4,4,0,0,4,17,19,0.3636363636363636,0.7916666666666666,0.5,0.4444444444444444,0.2777777777777778,0.6666666666666666,0.8333333333333333,0.5833333333333333,0.9333333333333333,0.6666666666666666,0.7999999999999999,0.6,0.3636363636363636,0.7916666666666666,0.4074074074074074,0.7261904761904762,0.4593301435406698,0.5610200364298725,0,0,0,0,1,0,0,1,1,0
2020,Saudi Arabia,SA,Asia,EFUR1,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-ksa-2020.html,2020-01-01,FATF,1,SE,ME,SE,ME,ME,ME,LE,LE,SE,SE,LE,LC,LC,C,LC,C,LC,LC,LC,C,C,C,C,C,C,LC,LC,C,LC,C,C,LC,LC,C,LC,LC,C,C,C,LC,LC,LC,LC,PC,C,C,PC,LC,LC,LC,LC,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,4,4,0,0,2,21,17,0.3636363636363636,0.7916666666666666,0.5,0.4444444444444444,0.2777777777777778,0.6666666666666666,0.8333333333333333,0.75,0.8888888888888888,0.6666666666666666,0.7999999999999999,0.6,0.3636363636363636,0.7916666666666666,0.4074074074074074,0.7436507936507936,0.4593301435406698,0.5478477410174315,1,1,0,0,1,0,0,1,1,1
2018,Senegal,SN,Africa,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-senegal-2018.html,2018-05-01,GIABA,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,PC,LC,LC,PC,PC,NC,NC,PC,C,PC,LC,NC,NC,LC,PC,PC,PC,PC,NC,C,C,PC,PC,PC,NC,PC,C,NC,LC,LC,PC,LC,PC,PC,PC,PC,C,PC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,10,1,0,0,7,19,9,5,0.0303030303030303,0.4333333333333333,0.0,0.0,0.05555555555555555,0.5,0.5,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4666666666666667,0.6,0.0303030303030303,0.4333333333333333,0.018518518518518517,0.40634920634920635,0.06993006993006994,0.045572916666666664,0,0,1,1,1,1,1,1,1,0
2021,Senegal,SN,Africa,EFUR1,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-senegal-2021.html,2021-04-01,GIABA,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,PC,LC,LC,PC,PC,NC,NC,PC,C,PC,LC,PC,LC,LC,PC,PC,PC,PC,NC,C,C,PC,PC,PC,NC,PC,C,NC,LC,LC,PC,LC,PC,PC,LC,PC,C,PC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,10,1,0,0,5,19,11,5,0.0303030303030303,0.4666666666666667,0.0,0.0,0.05555555555555555,0.5,0.5,0.16666666666666666,0.5111111111111111,0.16666666666666666,0.5,0.6,0.0303030303030303,0.4666666666666667,0.018518518518518517,0.42063492063492064,0.06493506493506493,0.0440251572327044,1,1,1,1,1,1,1,1,1,1
2022,Senegal,SN,Africa,EFUR2,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-senegal-feb-2022.html,2022-02-01,GIABA,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,PC,LC,LC,PC,C,NC,PC,PC,C,PC,LC,PC,LC,LC,PC,PC,LC,LC,NC,C,C,PC,PC,PC,PC,PC,C,PC,LC,LC,C,LC,PC,PC,LC,PC,C,PC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,10,1,0,0,2,18,13,7,0.0303030303030303,0.5416666666666666,0.0,0.0,0.05555555555555555,0.5,0.5,0.41666666666666663,0.5555555555555556,0.3333333333333333,0.6,0.6,0.0303030303030303,0.5416666666666666,0.018518518518518517,0.5007936507936508,0.055944055944055944,0.036978341257263604,1,1,1,1,1,1,1,1,1,2
2022,Senegal,SN,Africa,EFUR3,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-senegal-2022.html,2022-06-01,GIABA,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,LC,C,LC,C,C,PC,PC,PC,C,PC,LC,PC,LC,LC,PC,PC,LC,LC,NC,C,C,PC,PC,LC,PC,PC,C,PC,LC,LC,C,LC,PC,PC,LC,LC,C,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,10,1,0,0,1,14,16,9,0.0303030303030303,0.6083333333333333,0.0,0.0,0.05555555555555555,0.8333333333333333,0.8333333333333333,0.5,0.5555555555555556,0.5,0.6,0.7333333333333333,0.0303030303030303,0.6083333333333333,0.018518518518518517,0.6507936507936508,0.049813200498132,0.028455284552845527,1,1,1,1,1,1,1,1,1,3
2024,Senegal,SN,Africa,EFUR6,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/fur-senegal-2024.html,2024-11-01,GIABA,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,LC,C,LC,C,C,LC,C,PC,C,LC,LC,LC,LC,LC,PC,LC,LC,LC,LC,C,C,LC,LC,LC,LC,PC,C,PC,LC,LC,C,LC,LC,C,LC,LC,C,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,10,1,0,0,0,4,25,11,0.0303030303030303,0.725,0.0,0.0,0.05555555555555555,0.8333333333333333,0.8333333333333333,0.75,0.711111111111111,0.6666666666666666,0.7,0.7333333333333333,0.0303030303030303,0.725,0.018518518518518517,0.7468253968253967,0.04179728317659352,0.024796315975912153,1,1,0,0,1,1,0,1,1,6
2016,Serbia,RS,Europe,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-serbia-2016.html,2016-04-01,MONEYVAL,1,ME,ME,ME,ME,ME,ME,LE,ME,ME,LE,LE,PC,LC,LC,LC,LC,PC,NC,PC,LC,PC,LC,PC,PC,LC,LC,PC,C,PC,PC,C,C,PC,PC,LC,PC,PC,LC,PC,LC,LC,LC,LC,LC,LC,PC,LC,LC,LC,LC,PC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,8,0,0,1,16,20,3,0.2424242424242424,0.5416666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.5,0.5666666666666667,0.6,0.2424242424242424,0.5416666666666666,0.2777777777777778,0.5317460317460317,0.44755244755244755,0.5223880597014926,0,0,1,1,1,0,1,1,1,0
2018,Serbia,RS,Europe,EFUR2,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-serbia-2019.html,2018-12-01,MONEYVAL,1,ME,ME,ME,ME,ME,ME,LE,ME,ME,LE,LE,LC,LC,LC,LC,LC,PC,LC,PC,LC,LC,LC,C,LC,LC,LC,LC,C,PC,LC,C,C,PC,PC,LC,LC,LC,LC,PC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,PC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,8,0,0,0,7,29,4,0.2424242424242424,0.6416666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6888888888888889,0.6666666666666666,0.6333333333333333,0.6,0.2424242424242424,0.6416666666666666,0.2777777777777778,0.6317460317460317,0.3778040141676505,0.4396984924623116,1,1,0,0,1,0,0,1,1,2
2019,Serbia,RS,Europe,EFUR3,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur3-serbia-2019.html,2019-12-01,MONEYVAL,1,ME,ME,ME,ME,ME,ME,LE,ME,ME,LE,LE,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,C,C,LC,C,C,PC,PC,LC,LC,LC,LC,PC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,PC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,8,0,0,0,4,31,5,0.2424242424242424,0.6749999999999999,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.6333333333333333,0.6,0.2424242424242424,0.6749999999999999,0.2777777777777778,0.6619047619047619,0.3591470258136925,0.41966426858513195,1,1,0,0,1,0,0,1,1,3
2021,Serbia,RS,Europe,EFUR4,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-serbia-2021.html,2021-11-01,MONEYVAL,1,ME,ME,ME,ME,ME,ME,LE,ME,ME,LE,LE,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,PC,LC,C,C,LC,C,C,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,8,0,0,0,1,34,5,0.2424242424242424,0.7,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7555555555555555,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2424242424242424,0.7,0.2777777777777778,0.6793650793650793,0.3463203463203463,0.40887850467289727,1,1,0,0,1,0,0,1,1,4
2023,Serbia,RS,Europe,EFUR5,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Serbia-MONEYVAL-FUR-2024.html,2023-12-01,MONEYVAL,1,ME,ME,ME,ME,ME,ME,LE,ME,ME,LE,LE,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,C,C,LC,C,C,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,8,0,0,0,0,35,5,0.2424242424242424,0.7083333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2424242424242424,0.7083333333333333,0.2777777777777778,0.6825396825396826,0.3422459893048128,0.4069767441860465,1,1,0,0,1,0,0,1,1,5
2018,Seychelles,SC,Africa,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-seychelles-2018.html,2018-09-01,ESAAMLG,1,LE,LE,LE,ME,LE,LE,LE,LE,LE,LE,LE,PC,PC,LC,PC,PC,PC,NC,NC,C,LC,C,LC,C,C,NC,PC,LC,C,PC,C,C,LC,LC,LC,PC,PC,LC,PC,PC,C,C,LC,PC,PC,PC,C,PC,NC,PC,LC,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,10,1,0,0,4,16,10,10,0.0303030303030303,0.5499999999999999,0.0,0.1111111111111111,0.0,0.3333333333333333,0.5,0.16666666666666666,0.7333333333333333,0.5,0.5333333333333333,0.4666666666666667,0.0303030303030303,0.5499999999999999,0.037037037037037035,0.4619047619047619,0.05509641873278237,0.08018327605956473,0,0,1,1,1,1,1,1,1,0
2020,Seychelles,SC,Africa,EFUR2,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-seychelles-2021.html,2020-12-01,ESAAMLG,1,LE,LE,LE,ME,LE,LE,LE,LE,LE,LE,LE,C,PC,LC,PC,PC,PC,NC,NC,C,LC,C,LC,C,C,NC,PC,LC,C,PC,C,C,LC,LC,LC,PC,LC,LC,PC,LC,C,C,LC,PC,PC,PC,C,PC,NC,PC,LC,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,10,1,0,0,4,13,12,11,0.0303030303030303,0.5833333333333334,0.0,0.1111111111111111,0.0,0.6666666666666666,0.5,0.16666666666666666,0.7333333333333333,0.5,0.6,0.4666666666666667,0.0303030303030303,0.5833333333333334,0.037037037037037035,0.519047619047619,0.05194805194805194,0.07135575942915393,1,1,1,1,1,1,1,1,1,2
