year,country,code,continent,report_type,report_link,date,assessment_body,in_efu,io1,io2,io3,io4,io5,io6,io7,io8,io9,io10,io11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,io1_i,io2_i,io3_i,io4_i,io5_i,io6_i,io7_i,io8_i,io9_i,io10_i,io11_i,r1_i,r2_i,r3_i,r4_i,r5_i,r6_i,r7_i,r8_i,r9_i,r10_i,r11_i,r12_i,r13_i,r14_i,r15_i,r16_i,r17_i,r18_i,r19_i,r20_i,r21_i,r22_i,r23_i,r24_i,r25_i,r26_i,r27_i,r28_i,r29_i,r30_i,r31_i,r32_i,r33_i,r34_i,r35_i,r36_i,r37_i,r38_i,r39_i,r40_i,io_le,io_me,io_se,io_he,r_nc,r_pc,r_lc,r_c,io_mean,r_mean,io_a_mean,io_b_mean,io_c_mean,r_a_mean,r_b_mean,r_c_mean,r_d_mean,r_e_mean,r_f_mean,r_g_mean,ei1,tci1,ei2,tci2,cr1,cr2,fu,efu,c1_efu,c2_efu,c3_efu,c4_efu,r_efu,io_efu,rio_efu,stage
2023,Fiji,FJ,Oceania,EFUR6,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/fur-fiji-2023.html,2023-05-01,APG,1,ME,ME,ME,ME,LE,ME,ME,LE,LE,LE,LE,LC,LC,LC,C,C,PC,PC,PC,C,LC,C,C,C,C,PC,LC,LC,LC,C,LC,LC,LC,LC,PC,PC,LC,LC,LC,C,C,LC,LC,C,LC,LC,LC,LC,C,C,LC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,5,6,0,0,0,6,21,13,0.1818181818181818,0.725,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.8333333333333333,0.5,0.7777777777777778,0.3333333333333333,0.7666666666666666,0.7999999999999999,0.1818181818181818,0.725,0.2222222222222222,0.6682539682539682,0.2507836990595611,0.332541567695962,1,1,0,0,1,1,0,1,1,6
2019,Finland,FI,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-finland-2019.html,2019-04-01,FATF,1,SE,HE,LE,ME,ME,SE,SE,ME,ME,ME,ME,LC,PC,LC,LC,LC,LC,LC,PC,C,LC,C,LC,PC,C,LC,C,LC,LC,PC,C,C,LC,LC,PC,LC,LC,PC,PC,C,C,LC,LC,LC,PC,PC,LC,LC,LC,LC,LC,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,6,3,1,0,9,23,8,0.45454545454545453,0.6583333333333333,0.8333333333333333,0.2222222222222222,0.4444444444444444,0.5,0.6666666666666666,0.5833333333333333,0.7555555555555555,0.5,0.6,0.6666666666666666,0.45454545454545453,0.6583333333333333,0.49999999999999994,0.6103174603174603,0.6904487917146145,0.8192457737321196,0,0,1,0,1,0,1,1,1,0
2021,Finland,FI,Europe,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-finland-2021.html,2021-10-01,FATF,1,SE,HE,LE,ME,ME,SE,SE,ME,ME,ME,ME,LC,LC,LC,LC,LC,LC,LC,PC,C,LC,C,LC,PC,C,PC,C,LC,LC,PC,C,C,LC,LC,PC,LC,LC,PC,PC,C,C,LC,LC,LC,C,PC,LC,LC,LC,LC,LC,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,6,3,1,0,8,23,9,0.45454545454545453,0.6749999999999999,0.8333333333333333,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.7333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.45454545454545453,0.6749999999999999,0.49999999999999994,0.6404761904761904,0.6734006734006734,0.7806691449814126,1,1,1,0,1,0,1,1,1,2
2022,Finland,FI,Europe,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-finland-2022.html,2022-10-01,FATF,1,SE,HE,LE,ME,ME,SE,SE,ME,ME,ME,ME,LC,LC,LC,LC,LC,LC,LC,PC,C,LC,C,LC,PC,C,PC,C,LC,LC,PC,C,C,LC,LC,LC,LC,LC,PC,PC,C,C,LC,LC,LC,C,PC,LC,LC,LC,LC,LC,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,6,3,1,0,7,24,9,0.45454545454545453,0.6833333333333333,0.8333333333333333,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.45454545454545453,0.6833333333333333,0.49999999999999994,0.6642857142857143,0.6651884700665188,0.7526881720430108,1,1,0,0,1,0,0,1,1,3
2023,Finland,FI,Europe,EFUR4,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/finland-fur-2023.html,2023-10-01,FATF,1,SE,HE,LE,ME,ME,SE,SE,ME,ME,ME,ME,LC,LC,LC,LC,LC,LC,LC,PC,C,LC,C,LC,LC,C,PC,C,LC,LC,LC,C,C,LC,LC,LC,LC,LC,LC,PC,C,C,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,6,3,1,0,3,28,9,0.45454545454545453,0.7166666666666667,0.8333333333333333,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.7777777777777778,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.45454545454545453,0.7166666666666667,0.49999999999999994,0.6801587301587301,0.6342494714587738,0.73512252042007,1,1,0,0,1,0,0,1,1,4
2022,France,FR,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-france-2022.html,2022-05-01,FATF,0,SE,HE,ME,ME,SE,SE,SE,HE,HE,SE,SE,LC,C,C,C,C,LC,C,PC,C,LC,C,PC,PC,C,LC,LC,C,LC,LC,LC,C,LC,LC,LC,LC,LC,C,LC,LC,C,C,LC,LC,C,C,C,C,C,C,LC,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0,2,6,3,0,3,18,19,0.6969696969696969,0.7999999999999999,0.8333333333333333,0.4444444444444444,0.7777777777777778,0.8333333333333333,1.0,0.75,0.7333333333333333,0.6666666666666666,0.8333333333333333,0.9333333333333333,0.6969696969696969,0.7999999999999999,0.6851851851851851,0.8214285714285714,0.8712121212121212,0.8341384863123993,0,0,0,0,0,0,0,0,0,0
2023,Gabon,GA,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-Gabon-2023.html,2023-07-01,GABAC,1,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,NC,PC,LC,PC,LC,NC,NC,NC,LC,PC,LC,PC,LC,PC,NC,PC,LC,LC,PC,PC,C,PC,PC,NC,NC,PC,LC,NC,PC,C,C,PC,NC,NC,PC,LC,LC,PC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,11,0,0,0,10,15,12,3,0.0,0.39999999999999997,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.4666666666666666,0.0,0.39999999999999997,0.6,0.0,0.39999999999999997,0.0,0.32857142857142857,0.0,0.0,0,0,1,1,1,1,1,1,1,0
2022,Gambia,GM,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-gambia-2022.html,2022-06-01,GIABA,1,LE,LE,LE,LE,LE,LE,LE,ME,LE,LE,LE,PC,LC,PC,LC,PC,NC,NC,PC,C,PC,C,PC,PC,PC,NC,NC,PC,LC,PC,C,C,PC,LC,PC,PC,LC,LC,PC,LC,LC,LC,LC,LC,PC,PC,LC,LC,PC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,10,1,0,0,4,17,15,4,0.0303030303030303,0.49166666666666664,0.0,0.0,0.05555555555555555,0.5,0.5,0.16666666666666666,0.5111111111111111,0.3333333333333333,0.5666666666666667,0.6,0.0303030303030303,0.49166666666666664,0.018518518518518517,0.45396825396825397,0.061633281972265024,0.04079254079254079,0,0,1,1,1,1,1,1,1,0
2020,Georgia,GE,Asia,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-georgia-2020.html,2020-09-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,SE,LE,ME,PC,LC,C,LC,LC,PC,PC,NC,C,LC,LC,PC,C,LC,PC,LC,LC,LC,LC,LC,C,PC,PC,PC,PC,LC,LC,PC,PC,C,LC,LC,LC,LC,PC,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1,8,2,0,1,12,21,6,0.3636363636363636,0.6,0.5,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.3333333333333333,0.6444444444444444,0.3333333333333333,0.6,0.7333333333333333,0.3636363636363636,0.6,0.3888888888888889,0.5682539682539682,0.606060606060606,0.6843575418994414,0,0,1,0,1,0,1,1,1,0
2022,Georgia,GE,Asia,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-georgia-2022.html,2022-11-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,SE,LE,ME,PC,LC,C,LC,LC,PC,PC,NC,C,LC,LC,PC,C,LC,PC,LC,LC,LC,LC,LC,C,PC,PC,PC,PC,LC,LC,PC,LC,C,LC,LC,LC,LC,PC,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1,8,2,0,1,11,22,6,0.3636363636363636,0.6083333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.3333333333333333,0.6444444444444444,0.3333333333333333,0.6333333333333333,0.7333333333333333,0.3636363636363636,0.6083333333333333,0.3888888888888889,0.573015873015873,0.597758405977584,0.6786703601108034,1,1,1,0,1,0,1,1,1,1
2023,Georgia,GE,Asia,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/FUR-Georgia-2024.html,2023-12-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,SE,LE,ME,PC,LC,C,LC,LC,PC,PC,NC,C,LC,LC,C,C,LC,PC,LC,LC,LC,LC,LC,C,PC,PC,PC,PC,LC,LC,PC,LC,C,LC,LC,LC,LC,PC,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1,8,2,0,1,10,22,7,0.3636363636363636,0.625,0.5,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.3333333333333333,0.6888888888888889,0.3333333333333333,0.6333333333333333,0.7333333333333333,0.3636363636363636,0.625,0.3888888888888889,0.5793650793650793,0.5818181818181818,0.6712328767123289,1,1,1,0,1,0,1,1,1,2
2024,Georgia,GE,Asia,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Georgia-FUR-MONEYVAL-2024.html,2024-10-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,SE,LE,ME,LC,LC,C,LC,LC,PC,PC,NC,C,LC,LC,C,C,LC,LC,LC,LC,LC,LC,LC,C,PC,PC,PC,PC,LC,LC,PC,LC,C,LC,LC,LC,LC,PC,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1,8,2,0,1,8,24,7,0.3636363636363636,0.6416666666666666,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.7111111111111111,0.3333333333333333,0.6333333333333333,0.7333333333333333,0.3636363636363636,0.6416666666666666,0.3888888888888889,0.6063492063492063,0.5667060212514757,0.6413612565445027,1,1,1,0,1,0,1,1,1,3
2022,Germany,DE,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-germany-2022.html,2022-08-01,FATF,1,SE,SE,ME,ME,ME,ME,ME,SE,SE,ME,ME,LC,LC,C,C,LC,PC,PC,LC,C,LC,C,LC,PC,LC,LC,C,LC,LC,C,C,C,LC,C,PC,LC,LC,C,LC,C,C,C,C,PC,LC,LC,LC,C,C,C,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,7,4,0,0,5,18,17,0.45454545454545453,0.7666666666666666,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6666666666666666,1.0,0.5,0.7999999999999999,0.5,0.7999999999999999,0.8666666666666667,0.45454545454545453,0.7666666666666666,0.48148148148148145,0.7333333333333333,0.5928853754940712,0.6565656565656566,0,0,0,0,1,0,0,1,1,0
2023,Germany,DE,Europe,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/germany-fur-2023.html,2023-12-01,FATF,1,SE,SE,ME,ME,ME,ME,ME,SE,SE,ME,ME,LC,LC,C,C,LC,LC,LC,LC,C,LC,C,LC,PC,LC,LC,C,LC,LC,C,C,C,LC,C,PC,LC,LC,C,LC,C,C,C,C,PC,LC,LC,LC,C,C,C,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,7,4,0,0,3,20,17,0.45454545454545453,0.7833333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6666666666666666,1.0,0.6666666666666666,0.7999999999999999,0.5,0.7999999999999999,0.8666666666666667,0.45454545454545453,0.7833333333333333,0.48148148148148145,0.7571428571428571,0.5802707930367504,0.6359189378057303,1,1,0,0,1,0,0,1,1,1
2017,Ghana,GH,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-ghana-2018.html,2017-05-01,GIABA,1,ME,SE,ME,LE,LE,ME,ME,LE,LE,LE,LE,LC,LC,C,LC,LC,LC,LC,NC,C,LC,C,C,C,C,C,PC,PC,LC,C,C,C,LC,LC,LC,PC,LC,LC,PC,C,C,C,LC,PC,LC,PC,C,LC,LC,PC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,6,4,1,0,1,7,18,14,0.1818181818181818,0.7083333333333333,0.5,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.8333333333333333,0.5,0.8222222222222222,0.5,0.6666666666666666,0.6666666666666666,0.1818181818181818,0.7083333333333333,0.24074074074074073,0.665079365079365,0.2566844919786096,0.3619729514717582,0,0,1,0,1,1,1,1,1,0
2018,Ghana,GH,Africa,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-ghana-2018.html,2018-06-01,GIABA,1,ME,SE,ME,LE,LE,ME,ME,LE,LE,LE,LE,LC,LC,C,LC,LC,LC,LC,NC,C,LC,C,C,C,C,C,LC,LC,LC,C,C,C,LC,LC,LC,PC,LC,LC,PC,C,C,C,LC,PC,LC,PC,C,LC,LC,PC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,6,4,1,0,1,5,20,14,0.1818181818181818,0.725,0.5,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.8333333333333333,0.5,0.8666666666666667,0.5,0.6666666666666666,0.6666666666666666,0.1818181818181818,0.725,0.24074074074074073,0.6714285714285714,0.2507836990595611,0.35855003940110325,1,1,0,0,1,1,0,1,1,1
